id,conversation_id,customer_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,intent,should_escalate,expected_resolution,difficulty,evidence_conversation_id,annotation_status
16,1446482,1446487,2017-11-03T14:03:28+00:00,"@AppleSupport iOS 11.1
Tried all, even got it restored from Apple store. Still not resolved",@455651 Thanks! Let's try to have you adjust the brightness and see if that helps. DM us the results: https://t.co/6kLYOEY7Fr https://t.co/GDrqU2kzhr,"customer: @115858 Why don’t you first test iOS 11 for a year ? Grrr #blackscreen #screenfreezing #StupidUpdate https://t.co/v9ELjEpHN0
brand: @455651 We’d like to help with your screen. Does this happen in every app that you use?
customer: @AppleSupport Most of them
brand: @455651 Which version of iOS are you using, and have you tried any steps like restarting to address this concern yet?
customer: @AppleSupport iOS 11.1
Tried all, even got it restored from Apple store. Still not resolved",7,app_software_issue,True,Diagnose and resolve iOS 11.1 software issue or recommend alternative solutions.,hard,,ollama_suggestion_pending_human_review
17,1235645,1235647,2017-10-25T18:34:30+00:00,@115858 Please fix the glitch in the new operating system  messages app routinely opens sideways with an obstinate persistence!,@270613 We can definitely look into this with you. Which device are you using? Do you have the same experience after restarting?,customer: @115858 Please fix the glitch in the new operating system  messages app routinely opens sideways with an obstinate persistence!,2,app_software_issue,False,The Messages app will open correctly without rotating sideways.,medium,,ollama_suggestion_pending_human_review
18,701620,701622,2017-11-23T17:01:30+00:00,"@AppleSupport @115858 ios 11.1.2 is incredibly good. Battery performance increased by 200x, muct better than ios 10. Great work apple team, you deserve a salute from all users. U can just dream about such comments. Ios 11.1.2 battery performance is worst. Don’t see any hope now 😖",@287497 You are absolutely in the right place for help with your iOS device. We're excited to get to the bottom of things. What type of device are we working with? Please send us a DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport @115858 ios 11.1.2 is incredibly good. Battery performance increased by 200x, muct better than ios 10. Great work apple team, you deserve a salute from all users. U can just dream about such comments. Ios 11.1.2 battery performance is worst. Don’t see any hope now 😖",2,app_software_issue,False,Provide a solution or update on the battery performance issue with iOS 11.1.2,medium,,ollama_suggestion_pending_human_review
19,2552460,2552463,2017-11-16T15:03:27+00:00,@115858 Update: My phone now wont turn on wooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,"@725012 Hey, we'll do our best to help you get your iPhone back up and running. If it won't power on, try the steps here: https://t.co/c3jtCmHUBM Let us know if that helps.","customer: Woooo thanks @115858 for deleting all of my phone messages for no reason :) that's a lot of memories and info lost so thanks for that :)
customer: @115858 Update: My phone now wont turn on wooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo",5,device_issue,True,Diagnose and repair the physical issue causing the phone to not turn on.,hard,,ollama_suggestion_pending_human_review
20,286853,286855,2017-10-06T14:56:27+00:00,"Dear @115858, please fix all the hundreds of bugs iOS 11 has brought to my iPhone 7. Thanks. 🤗",@184348 We'll be glad to assist. Tell us more about what you're experiencing in a DM. https://t.co/GDrqU22YpT,"customer: Dear @115858, please fix all the hundreds of bugs iOS 11 has brought to my iPhone 7. Thanks. 🤗",2,app_software_issue,False,Provide software updates or workarounds for the iOS 11 bugs on the iPhone 7.,medium,,ollama_suggestion_pending_human_review
21,512514,512516,2017-12-01T23:34:29+00:00,"Decided to finally update to IOS11 after hearing decent things about it, an hour later and I've lost everything on my phone. On top of this I've still got to start packing for my plane tomorrow. Cheers @115858",@237869 Hello there. Timing is everything. We are here to help before you take off. Please meet us in a DM and share a few details. We'll get to work on it right away. Tap here please: https://t.co/GDrqU22YpT,"customer: Decided to finally update to IOS11 after hearing decent things about it, an hour later and I've lost everything on my phone. On top of this I've still got to start packing for my plane tomorrow. Cheers @115858",2,app_software_issue,False,Restore the phone to a previous backup before the update.,medium,,ollama_suggestion_pending_human_review
22,1213459,1213462,2017-10-25T16:43:40+00:00,My IPhone 6s crashes a lot after 11.0.3 what is going on? @AppleSupport https://t.co/P2ZhJmgKAD,@343407 We'd love to look into what's happening with your iPhone! Please send us a DM to get started. https://t.co/GDrqU22YpT,customer: My IPhone 6s crashes a lot after 11.0.3 what is going on? @AppleSupport https://t.co/P2ZhJmgKAD,4,app_software_issue,False,Provide a solution or update for the software issue on iPhone 6s with iOS 11.0.3.,medium,,ollama_suggestion_pending_human_review
23,1020294,1020296,2017-10-22T22:39:27+00:00,"@116333 iOS 11 with a lot of issues, both for my wife and I we are experiencing problems",@361431 We're happy to assist you.  DM us with your device model and exact iOS version and we'll go from there. https://t.co/GDrqU22YpT,"customer: It's a big day at Apple! We are honored and thrilled to host our first keynote at the Steve Jobs Theater this morning. https://t.co/gyiqPJB46y
customer: @116333 iOS 11 with a lot of issues, both for my wife and I we are experiencing problems",3,app_software_issue,False,Provide a solution to resolve the iOS 11 issues for the customer and their wife,easy,,ollama_suggestion_pending_human_review
24,2280300,2280302,2017-11-11T20:04:00+00:00,@AppleSupport @6990 @176225 why the hell did this ios update make my phone so slow,"@662894 We want you to be able to count on your iPhone; we'll do all we can to help. To get started, DM us what iOS 11 version is currently installed. You can find that here: Settings &gt; General &gt; About. https://t.co/GDrqU22YpT",customer: @AppleSupport @6990 @176225 why the hell did this ios update make my phone so slow,2,app_software_issue,False,Provide a software update or workaround to improve phone performance.,medium,,ollama_suggestion_pending_human_review
25,2410370,2410375,2017-11-14T18:44:44+00:00,"@AppleSupport The library is back, but I had songs downloaded, and this update deleted all of them","@693019 Glad the library is back. If they're not showing as downloaded, you would have to download the songs once more.","customer: Real talk, where did all my music go when I updated to 11.1.1 @AppleSupport
brand: @693019 If you check under Settings &gt; Music, is iCloud Music Library disabled?  If so, enable it and let us know if that works.
customer: @AppleSupport That didn’t do anything, the biggest disappointment is I had most of those songs downloaded to my phone and it deleted them
brand: @693019 Are you currently an Apple Music member?
customer: @AppleSupport Currently yes
brand: @693019 Did the music come back after enabling the iCloud Music Library?  It might even show that it's loading the library.
customer: @AppleSupport The library is back, but I had songs downloaded, and this update deleted all of them",9,app_software_issue,False,Restore downloaded songs or ensure they are properly synced with iCloud Music Library.,medium,,ollama_suggestion_pending_human_review
26,391731,391734,2017-10-09T16:18:26+00:00,"@AppleSupport Yep, it’s definitely turned on. I’ve had no issues accessing my photos until I upgraded to iOS 11.",@208753 Are you able to see and access the photos if you go to https://t.co/tmRhWEkIq4 and log in with your Apple ID and password?,"customer: @AppleSupport Since upgrading to iOS 11 on my 5S my photos won't download from iCloud even though phone has 12GB storage available. Why not?
brand: @208753 Having access to your photos is important. Is iCloud Photo Library turned on? This might help: https://t.co/8YUslsnsM5
customer: @AppleSupport Yep, it’s definitely turned on. I’ve had no issues accessing my photos until I upgraded to iOS 11.",6,app_software_issue,False,Resolve the issue with accessing photos after upgrading to iOS 11.,medium,,ollama_suggestion_pending_human_review
27,1947979,1947983,2017-10-30T13:25:32+00:00,@115858 @AppleSupport I have a MacBook and iMac but need new software to be able to download apps. How would I get new software?,@578800 You can update your software through the App Store. This article explains how: https://t.co/CyQnCwrXCa,customer: @115858 @AppleSupport I have a MacBook and iMac but need new software to be able to download apps. How would I get new software?,4,app_software_issue,False,Provide instructions on how to update the operating system to access app store.,easy,,ollama_suggestion_pending_human_review
28,1908544,1908546,2017-10-24T18:25:08+00:00,@AppleSupport  been having allot of trouble with my iPhone 6 since update to 11.0.3. Constantly “searching”. Still no fix from Apple.😩,@568566 We want to look further into this. Please let us know in DM if you've seen an alert for a carrier settings update. https://t.co/GDrqU22YpT,customer: @AppleSupport  been having allot of trouble with my iPhone 6 since update to 11.0.3. Constantly “searching”. Still no fix from Apple.😩,2,app_software_issue,True,Provide a solution to resolve the constant searching issue after the update.,medium,,ollama_suggestion_pending_human_review
29,2892024,2892027,2017-11-28T15:09:30+00:00,@115858 is it possible to get the last iOS 10 version back for my phone? iOS 11 is seriously broken AND a security risk.,"@741579 Hey there! We would not be able to revert your iOS software to iOS 10, but we're more than happy to help with whatever you're experiencing with iOS 11. Tell us more about what's going on.",customer: @115858 is it possible to get the last iOS 10 version back for my phone? iOS 11 is seriously broken AND a security risk.,3,app_software_issue,False,Provide instructions on how to downgrading to iOS 10 if possible.,medium,,ollama_suggestion_pending_human_review
30,566765,566772,2017-12-03T01:15:53+00:00,"@AppleSupport hey , I just updated the last software version on my iPhone 6s , later i noticed that my iPhone crushes a lot , now it crushes every single moment even when I rebooted it many times , how I can solute this please ?","@252881 We're glad you've reached out about this and we'd like to get your iPhone 6s working for you the way you need it. Can you let us know what you mean by the iPhone is crashing? Is it restarting, are apps quitting unexpectedly, are things becoming unresponsive?","customer: @AppleSupport hey , I just updated the last software version on my iPhone 6s , later i noticed that my iPhone crushes a lot , now it crushes every single moment even when I rebooted it many times , how I can solute this please ?",7,app_software_issue,False,Provide steps to reset the iPhone or restore to a previous firmware version.,medium,,ollama_suggestion_pending_human_review
31,537586,537588,2017-12-02T14:12:27+00:00,"Updated my @115858 IMac’s software today to 2017-001 and, upon restart, my wired mouse began selecting things when I hover over them, which it hasn’t ever done. Tried swapping out the mouse and still the issue persists. Anyone else?? @AppleSupport 🖥 🍎 🤓",@244609 We're happy to assist. Which macOS version are you currently running?  Follow the steps in this link to find it: https://t.co/aTSJR8BjEc.,"customer: Updated my @115858 IMac’s software today to 2017-001 and, upon restart, my wired mouse began selecting things when I hover over them, which it hasn’t ever done. Tried swapping out the mouse and still the issue persists. Anyone else?? @AppleSupport 🖥 🍎 🤓",2,app_software_issue,False,The customer should be advised to reset the mouse preferences or contact Apple Support for further assistance.,medium,,ollama_suggestion_pending_human_review
32,945683,945686,2017-10-21T17:22:41+00:00,Thanks @115858 for #ios11 my #iphone6s is now shitty and slow ! Please fixe it fast !,@344246 We'd be happy to help. When do you notice the slowness? Which iPhone model do you own?,customer: Thanks @115858 for #ios11 my #iphone6s is now shitty and slow ! Please fixe it fast !,3,app_software_issue,True,The customer's iPhone 6s and iOS 11 should be optimized for better performance.,medium,,ollama_suggestion_pending_human_review
33,1047274,1047276,2017-10-13T00:10:00+00:00,"@116333 @AppleSupport Hi, Is it just my watch or is the watchOS4 a fast drainer of my battery life?",@367533 We can help look into the root cause as to why this is occurring. Send us a DM to get started. https://t.co/GDrqU22YpT,"customer: @116333 @AppleSupport Hi, Is it just my watch or is the watchOS4 a fast drainer of my battery life?",2,app_software_issue,False,Provide guidance on battery optimization for watchOS4 or confirm if this is a known issue.,easy,,ollama_suggestion_pending_human_review
34,9825,9827,2017-11-01T00:25:28+00:00,Damn the new emojis @115858. Will my battery still go from 65% to 40% after one snap?,"@117805 We're happy to help. Are you experiencing battery issues, when using certain app?",customer: Damn the new emojis @115858. Will my battery still go from 65% to 40% after one snap?,2,app_software_issue,False,Provide information on battery usage with the new emojis in the iOS software.,easy,,ollama_suggestion_pending_human_review
35,2056482,2056484,2017-10-06T20:33:00+00:00,@AppleSupport ios11 is draining my battery,@302046 We want to be sure you get the most out of your battery life. Which device are you using? We'd like to help. https://t.co/GDrqU22YpT,customer: @AppleSupport ios11 is draining my battery,2,app_software_issue,False,Provide a solution or update to address the battery drain issue in iOS 11.,easy,,ollama_suggestion_pending_human_review
36,234617,234619,2017-10-05T13:12:00+00:00,"@115858 @AppleSupport The multi-touch screen zoom feature is jacked up, please fix it! Half-screen and off centered control. #IOS11 #IOS1102 https://t.co/70Whgvmo8s",@171863 We can assist you. Please DM us via the following link and we'll assist you further from there. https://t.co/GDrqU2kzhr,"customer: @115858 @AppleSupport The multi-touch screen zoom feature is jacked up, please fix it! Half-screen and off centered control. #IOS11 #IOS1102 https://t.co/70Whgvmo8s",2,app_software_issue,False,"The multi-touch screen zoom feature will be fixed, and the half-screen and off-centered control issues will be resolved.",medium,,ollama_suggestion_pending_human_review
37,2292794,2292796,2017-11-11T22:19:00+00:00,@AppleSupport any way to check the battery health of my iPhone?,"@665834 We'd be happy to help you out! What's going on with your battery, exactly? Let us know in a DM. https://t.co/GDrqU22YpT",customer: @AppleSupport any way to check the battery health of my iPhone?,2,general_information,False,Provide instructions on how to check the battery health of the iPhone.,easy,,ollama_suggestion_pending_human_review
38,566765,566768,2017-12-03T01:36:00+00:00,@AppleSupport It shutdown the same way when there is no battery,@252881 Thanks for that additional information. Which iOS version are we working with in Settings &gt; General &gt; About?,"customer: @AppleSupport hey , I just updated the last software version on my iPhone 6s , later i noticed that my iPhone crushes a lot , now it crushes every single moment even when I rebooted it many times , how I can solute this please ?
brand: @252881 We're glad you've reached out about this and we'd like to get your iPhone 6s working for you the way you need it. Can you let us know what you mean by the iPhone is crashing? Is it restarting, are apps quitting unexpectedly, are things becoming unresponsive?
customer: @AppleSupport No it it almost like shutdown unexpectedly for 2 seconds then restart again
customer: @AppleSupport It shutdown the same way when there is no battery",7,app_software_issue,False,Diagnose and resolve software conflicts or bugs causing the iPhone 6s to crash.,medium,,ollama_suggestion_pending_human_review
39,327107,327109,2017-10-07T19:22:00+00:00,@AppleSupport I know how the hell to save battery. It’s your shit updates that has killed my battery. #BackToAndroid,@193956 What types of specific issues are you seeing with your battery?  We'd love to help get things working right. DM us here: https://t.co/GDrqU22YpT,"customer: @AppleSupport iOS 11.0.2 is absolutely destroying my battery. Wtf is this shit. I want 10 back.
brand: @193956 We can help with battery life. Have you taken a look here? https://t.co/bivpdfBNJ6
customer: @AppleSupport I know how the hell to save battery. It’s your shit updates that has killed my battery. #BackToAndroid",4,app_software_issue,True,Apple to investigate and address battery issues in iOS 11.0.2,hard,,ollama_suggestion_pending_human_review
40,1575130,1575134,2017-11-02T22:48:33+00:00,.@115858 on a neverending quest to destry my productivity. Why the fuck is my 💻 not turning on and shows battery when PLUGGED IN? #usbcmyass,@485392 Great question and we'd like to help any way we can over Twitter. Please provide us more details in DM here: https://t.co/GDrqU22YpT,customer: .@115858 on a neverending quest to destry my productivity. Why the fuck is my 💻 not turning on and shows battery when PLUGGED IN? #usbcmyass,4,device_issue,True,Diagnose and repair the device to ensure it turns on properly.,hard,,ollama_suggestion_pending_human_review
41,1951685,1951688,2017-10-29T15:19:28+00:00,"@AppleSupport Every time I try to use the calculator it closes after a second &amp; I have to open it again. Also, the screen keeps getting stuck in landscape",@579603 Thank you. Send us a DM by clicking on the link below including the exact iOS version installed. We'll continue there. https://t.co/GDrqU22YpT,"customer: So I couldn’t help noticing that ever since @115858 released the iPhone 8 and new iOS updates my iPhone 6 has become a paperweight.
brand: @579603 We'd be happy to look into any issues you're experiencing. Send us a DM, and we'll get started there. https://t.co/GDrqU22YpT
customer: @AppleSupport Every time I try to use the calculator it closes after a second &amp; I have to open it again. Also, the screen keeps getting stuck in landscape",5,app_software_issue,False,Fix the calculator bug and ensure the screen orientation issue is resolved.,medium,,ollama_suggestion_pending_human_review
42,373356,373358,2017-10-09T00:40:30+00:00,@AppleSupport My battery life has gone to hell with the upgrade to 11.  11.02 is not better than 11 and 11.01.  I expect better of Apple. This is becoming the new norm.,@204474  Thanks. Battery discharge can come from only a number of areas. We'd love to take a look. Send us DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport IOS 11 has ruined my iPhone 7.  Boo.
brand: @204474  We'd love to help you through this. Could you let us know specifically what's going on?
customer: @AppleSupport My battery life has gone to hell with the upgrade to 11.  11.02 is not better than 11 and 11.01.  I expect better of Apple. This is becoming the new norm.",4,app_software_issue,True,Apple to provide a software update or solution to improve battery life on iOS 11 for the iPhone 7.,medium,,ollama_suggestion_pending_human_review
43,1566794,1566797,2017-11-04T15:56:00+00:00,I’ve been awake for just over and hour and my phone has lost 30% battery life. Can I throw it in a fire @115858? It’s not been heavily used.,@483586 We can look into your battery in more detail today. Which iPhone model and iOS version are you using?,customer: I’ve been awake for just over and hour and my phone has lost 30% battery life. Can I throw it in a fire @115858? It’s not been heavily used.,9,device_issue,False,Provide tips on battery conservation and potential hardware issues to check.,easy,,ollama_suggestion_pending_human_review
44,325499,325501,2017-10-07T15:49:28+00:00,"@AppleSupport @AppleSupport Thanks. I am 11.0.2 (techie friends say “do not install;” makes worse, battery hog.) 10 sec - touch/resp. Redundant actions. 🐢",@193539 Let's work together in DM to investigate what's going on with your iPhone. https://t.co/GDrqU22YpT,"customer: @AppleSupport what is going on with iOS 11.0? #iphone suffering with stuck keys syndrome, S L O W response, yuk.
brand: @193539 We want everything running perfectly after the update. Are you on the latest version, iOS 11.0.2?
customer: @AppleSupport @AppleSupport Thanks. I am 11.0.2 (techie friends say “do not install;” makes worse, battery hog.) 10 sec - touch/resp. Redundant actions. 🐢",4,app_software_issue,True,Provide a solution to update to a stable version or address the software bugs.,medium,,ollama_suggestion_pending_human_review
45,2427350,2427352,2017-11-14T19:53:00+00:00,"@AppleSupport Hey, I need to know my battery’s life.","@696974 We're happy to help out however we can! What device is this for, and are you noticing an issue with the battery life of the device?","customer: @AppleSupport Hey, I need to know my battery’s life.",2,general_information,False,Provide information on how to check battery life.,easy,,ollama_suggestion_pending_human_review
46,260439,260446,2017-10-06T13:37:31+00:00,@AppleSupport yes the battery,"@177973 Thanks for that info. Are you running iOS 11.0, iOS 11.0.2 or the beta of iOS 11.1","customer: ios 11 made my phone so fucking bad. Thanks for killing my phone @115858
brand: @177973 We'd like to take a look at this with you. Which device are you using?
customer: @AppleSupport I have iphone 6+, after updating it gets empty so fast and doesn't work fluent anymore...Is there a possibility to change for a new one?
customer: @AppleSupport it also kicks me out of the apps and the screen is freezing!
customer: @AppleSupport Freezing a lot of times.
brand: @177973 Hey there! We'd be happy to look into this. When you say your iPhone gets empty quickly, are you referring to the battery?
customer: @AppleSupport yes the battery",10,app_software_issue,True,Diagnose and resolve software issues causing battery drain and app crashes on iPhone 6+.,medium,,ollama_suggestion_pending_human_review
