conversation_id,customer_tweet_id,brand_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,is_multi_brand_candidate,intent,rule_confidence,needs_manual_review,matched_patterns
11118,11120,11119,2017-11-01T00:51:00+00:00,"@AppleSupport 6 plus, idk what iOS version.. and it was the rear facing camera",@118100 We'd like to gather more information. Let's meet in DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport @118101 would love to know why my pictures look like this when I take a picture 😡 https://t.co/yVpQKCBzFu
brand: @118100 We would love to help you with this! Is this the front or rear facing camera? Which device and iOS version?
customer: @AppleSupport 6 plus, idk what iOS version.. and it was the rear facing camera",4,0,app_software_issue,0.99,True,ios\b
11645,11647,11646,2017-11-01T01:03:57+00:00,@AppleSupport Wow! Also in landscape! This is better than I think! https://t.co/3dgmcVMKXI,"@118246 We'd love to look into this with you!  To begin, can you DM us what iOS version you're currently on? https://t.co/GDrqU22YpT","customer: Brand New Effect on #iOS11 @AppleSupport Beautiful! Great work! 😂 https://t.co/0INPNlWcvT
customer: @AppleSupport Wow! Also in landscape! This is better than I think! https://t.co/3dgmcVMKXI",3,0,insufficient_information,0.0,True,
11653,11655,11654,2017-11-01T01:01:55+00:00,@AppleSupport is my #IphoneX really going to ship between December 5-11? I preorder right when preordering open at 12:01,@118248 Thank you for reaching out. May we ask where you're located? Let us know in DM. https://t.co/GDrqU22YpT,customer: @AppleSupport is my #IphoneX really going to ship between December 5-11? I preorder right when preordering open at 12:01,2,0,order_purchase,0.99,True,order\b
11655,11659,11658,2017-11-01T00:50:30+00:00,Fix my shit @AppleSupport,"@118249 We're always ready to help, but we'll need more details to start. Reply by DM with which model is it and what's happening with it. https://t.co/GDrqU22YpT",customer: Fix my shit @AppleSupport,4,0,insufficient_information,0.0,True,
11655,11657,11656,2017-11-01T01:01:28+00:00,@AppleSupport Ios 11.1 software update needs to be fixed,@118249 Let's continue within DM here: https://t.co/GDrqU22YpT,"customer: Fix my shit @AppleSupport
brand: @118249 We're always ready to help, but we'll need more details to start. Reply by DM with which model is it and what's happening with it. https://t.co/GDrqU22YpT
customer: @AppleSupport Ios 11.1 software update needs to be fixed",4,0,app_software_issue,0.99,False,ios\b;update\b;software
12566,12569,12567,2017-11-01T01:41:25+00:00,@115858 what’s up with my “I️” being replaced with some bs in my messages? Makes me want to throw the whole phone away.,@118508 Let us help you get this sorted out. Can you tell us which iOS version you are currently using please?,customer: @115858 what’s up with my “I️” being replaced with some bs in my messages? Makes me want to throw the whole phone away.,4,0,insufficient_information,0.0,True,
12566,12568,12570,2017-11-01T01:46:30+00:00,@AppleSupport 11,@118508 Send us a DM and we can check on more options for you. https://t.co/GDrqU22YpT,"customer: @115858 what’s up with my “I️” being replaced with some bs in my messages? Makes me want to throw the whole phone away.
brand: @118508 Let us help you get this sorted out. Can you tell us which iOS version you are currently using please?
customer: @AppleSupport 11",4,0,insufficient_information,0.0,True,
13581,13584,13582,2017-11-01T02:04:52+00:00,"@AppleSupport  Dear team, after update my iPhone 6 Plus its hang in the Apple logo screen.","@118834 Don't worry, we've got you covered!  Check out the steps listed here: https://t.co/H7w57rsYVQ","customer: @AppleSupport  Dear team, after update my iPhone 6 Plus its hang in the Apple logo screen.",3,0,app_software_issue,0.5,True,update\b
13933,13935,13934,2017-11-01T02:25:00+00:00,I’m sorry but wtf is this @115858 https://t.co/EeCgioBGdw,"@118928 We want to help you. DM us, and we'll look into this deeper. https://t.co/GDrqU22YpT",customer: I’m sorry but wtf is this @115858 https://t.co/EeCgioBGdw,2,0,insufficient_information,0.0,True,
14229,14231,14230,2017-11-22T13:36:00+00:00,why iOS Keyboard looks weird in Landscape mode i was typing like nfjfhfbd wanzkdejfc c #fallontonight @AppleSupport Help me!!,"@119021 Let's work together to figure out what's happening with the keyboard on your iOS device. Send us a DM with what type of device you're using, along with your specific iOS version. We'll continue working with you there. https://t.co/GDrqU22YpT",customer: why iOS Keyboard looks weird in Landscape mode i was typing like nfjfhfbd wanzkdejfc c #fallontonight @AppleSupport Help me!!,2,0,app_software_issue,0.99,True,ios\b
14328,14330,14329,2017-11-01T02:34:31+00:00,The amount of times my phone has froze since the newest update is ridiculous. @115858 get your shit together.,@119053 We'd love to help you fix the freezing. This article has steps to fix it: https://t.co/8MvHMFZ83h,customer: The amount of times my phone has froze since the newest update is ridiculous. @115858 get your shit together.,2,0,app_software_issue,0.99,True,update\b
14334,14337,14335,2017-11-01T02:29:30+00:00,So over @115858 &amp; their awful customer service. Locked out of iCloud for 2 weeks &amp; promised password recovery instructions that never came🖕🏽,"@119056 The best way to verify your account &amp; assist with the Apple ID, is to get support at this link: https://t.co/UJm15vmMM2",customer: So over @115858 &amp; their awful customer service. Locked out of iCloud for 2 weeks &amp; promised password recovery instructions that never came🖕🏽,3,0,account_access,0.6667,False,password;locked out
14867,14869,14868,2017-11-01T02:47:00+00:00,@AppleSupport add me to the list of the people having the “question box” autocorrect thing. Running the most current iOS on an iPhone8+.,@119218 Hey there. Let’s take a look further into this. DM us letting us know when this started. https://t.co/GDrqU22YpT,customer: @AppleSupport add me to the list of the people having the “question box” autocorrect thing. Running the most current iOS on an iPhone8+.,2,0,app_software_issue,0.5,True,ios\b
15492,15495,15493,2017-11-22T14:00:01+00:00,Lol the I️ on the new iOS is embarrassing @115858 get your shit together haahaha,"@119420 We've got a fix for the ""I"" on your iPhone. Which version of iOS are you using? You can check that at Settings &gt; General &gt; About. If it's not 11.1.1 or higher, backup with these steps: https://t.co/4f8hwT5to6 Then update. Let us know in DM if that doesn't help. https://t.co/GDrqU22YpT",customer: Lol the I️ on the new iOS is embarrassing @115858 get your shit together haahaha,3,0,app_software_issue,0.99,True,ios\b
21134,21139,21138,2017-11-22T15:06:33+00:00,Now 4%. Wtf @115858,"@120631 We can help with battery life. Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.","customer: Just watched my #iphone go from 23% battery to 20, then 13, now 9 all in 10 seconds. On low power mode. Wtf.
customer: Now 4%. Wtf @115858",6,0,insufficient_information,0.0,True,
21134,21137,21135,2017-11-22T15:53:00+00:00,@AppleSupport Version 11.11 (15B150),@120631 Thanks! We'll want to get your iPhone updated to iOS 11.1.2. Here's how: https://t.co/80YRnjDFDk,"customer: Just watched my #iphone go from 23% battery to 20, then 13, now 9 all in 10 seconds. On low power mode. Wtf.
customer: Now 4%. Wtf @115858
brand: @120631 We can help with battery life. Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.
customer: @AppleSupport Version 11.11 (15B150)",6,0,insufficient_information,0.0,True,
22984,22986,22985,2017-11-26T00:40:48+00:00,AND the voice mail app is buggy AF @115858!!!!!!!,@121002 Let's get your Voicemail working as expected. Please tell us about what's going on in DM. https://t.co/GDrqU22YpT,customer: AND the voice mail app is buggy AF @115858!!!!!!!,2,0,app_software_issue,0.99,True,app\b
23120,23122,23121,2017-11-26T00:19:00+00:00,@AppleSupport you guys are terrible back in October you said you’d send me something so I could send in my AirPods for repair since they didn’t work when I bought them. You never sent them to me at fort sill. Thanks!,@121035 We are happy to help. Please DM us and we will continue from there. https://t.co/GDrqU22YpT,customer: @AppleSupport you guys are terrible back in October you said you’d send me something so I could send in my AirPods for repair since they didn’t work when I bought them. You never sent them to me at fort sill. Thanks!,2,0,order_purchase,0.5,True,bought
26696,26698,26697,2017-11-08T23:32:27+00:00,"It’s an important letter, @115858. Fix it.",@121847 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"customer: It’s an important letter, @115858. Fix it.",2,0,insufficient_information,0.0,True,
26700,26702,26701,2017-11-08T23:32:02+00:00,@115858 what is wrong with my keyboard like? Lol I️,@121849 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,customer: @115858 what is wrong with my keyboard like? Lol I️,2,0,general_information,0.99,True,what is\b
26714,26718,26717,2017-11-08T22:52:54+00:00,Hey @115858 is this covered under warrantee? Gonna take 40 minutes for a tech to see it at the AppleStore near me. https://t.co/ttBsLJJbQa,@121851 Are you currently in an Apple Store? Let's meet up in DM to discuss our options.,customer: Hey @115858 is this covered under warrantee? Gonna take 40 minutes for a tech to see it at the AppleStore near me. https://t.co/ttBsLJJbQa,4,0,insufficient_information,0.0,True,
26714,26716,26715,2017-11-08T23:32:01+00:00,@AppleSupport I hit up your DMs,"@121851 We appreciate that. We did receive your DM, so check for a response there shortly. https://t.co/GDrqU22YpT","customer: Hey @115858 is this covered under warrantee? Gonna take 40 minutes for a tech to see it at the AppleStore near me. https://t.co/ttBsLJJbQa
brand: @121851 Are you currently in an Apple Store? Let's meet up in DM to discuss our options.
customer: @AppleSupport I hit up your DMs",4,0,insufficient_information,0.0,True,
26720,26722,26721,2017-11-08T23:32:00+00:00,@AppleSupport i would rather be called a peasant than use a phone that glitches out when “I️” type the letter “I️” figure your shit out.,@121853 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,customer: @AppleSupport i would rather be called a peasant than use a phone that glitches out when “I️” type the letter “I️” figure your shit out.,2,0,app_software_issue,0.99,True,glitch
31456,31460,31457,2017-11-01T12:20:00+00:00,Yo @115858 what’s this new questions mark in my predictive text? I’m assuming it has smtg to do with that bum ass update,@122939 Hi there. We'd be happy to help. Can you tell us what you mean by new question mark?,customer: Yo @115858 what’s this new questions mark in my predictive text? I’m assuming it has smtg to do with that bum ass update,5,0,app_software_issue,0.99,True,update\b
31860,31862,31861,2017-11-01T12:43:00+00:00,"@AppleSupport Why can't I log into my icloud on my Iphone 7 plus?  My phone updated, logged me out of everything and won't take new pw.",@123036 We'd like to help. Are you able to log into https://t.co/9bUADNIlYp successfully? Let us know in DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport Why can't I log into my icloud on my Iphone 7 plus?  My phone updated, logged me out of everything and won't take new pw.",2,0,account_access,0.99,True,log\s*in
31864,31866,31865,2017-11-01T12:42:27+00:00,"@115858 since we have update our phone we are facing many problem ringer is not working,network issue, phone hang problem. Poor update","@123038 We want your iPhone to be working as expected. Send us a DM with more details, and we'll start there. https://t.co/GDrqU22YpT","customer: @115858 since we have update our phone we are facing many problem ringer is not working,network issue, phone hang problem. Poor update",2,0,connectivity_issue,0.5,True,network\b
31906,31908,31907,2017-11-01T12:36:26+00:00,@1111 @AppleSupport Yes. It became unstable :(,@123051 We understand your concern. Let's work together to solve these issues. Does this Wi-Fi issue happen on all networks?,customer: @1111 @AppleSupport Yes. It became unstable :(,2,0,insufficient_information,0.0,True,
31909,31911,31910,2017-11-01T12:35:59+00:00,"@AppleSupport After updating to 10.13.1 to fix freeze issues of High Sierra, I went to a complete black screen. Test product before release",@123052 We want to help. Are you still seeing a blank black screen on your Mac? Send us a DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport After updating to 10.13.1 to fix freeze issues of High Sierra, I went to a complete black screen. Test product before release",2,0,app_software_issue,0.5,True,freez
31915,31918,31916,2017-11-01T12:35:28+00:00,@115858 the latest update is very glitchy! Did you do away with the double tap home button to bring the screen down for the PLUS? #notworking,"@123055 We'd like to look into this with you. We recently released iOS 11.1, is this the update your referring to?",customer: @115858 the latest update is very glitchy! Did you do away with the double tap home button to bring the screen down for the PLUS? #notworking,3,0,app_software_issue,0.6667,False,update\b;glitch
31931,31933,31932,2017-11-01T12:33:37+00:00,Why do my tweets have hashtags and square question marks? I’m updated to the latest iOS 11.1 @115858 fix me. #apple https://t.co/XzauijV1pG,@123060 We've received your DM. Please look for a reply from us there.,customer: Why do my tweets have hashtags and square question marks? I’m updated to the latest iOS 11.1 @115858 fix me. #apple https://t.co/XzauijV1pG,2,0,app_software_issue,0.5,True,ios\b
31933,31935,31934,2017-11-01T12:33:37+00:00,"So at midnight my phone just went blank, spun the wheel,and asked me to enter my passcode ...wtf @AppleSupport since os 11 this randomly :(",@123061 Let's take a look at this further for you. Reach out to us in DM with more information. https://t.co/GDrqU22YpT,"customer: So at midnight my phone just went blank, spun the wheel,and asked me to enter my passcode ...wtf @AppleSupport since os 11 this randomly :(",2,0,insufficient_information,0.0,True,
31962,31964,31963,2017-11-01T12:29:27+00:00,@115858 shards of glass literally stabbed me when my screen broke. Fuck you apple I phone.,@123069 Send us a DM so we can help. We'd like to get some more information on what happened here. https://t.co/GDrqU22YpT,customer: @115858 shards of glass literally stabbed me when my screen broke. Fuck you apple I phone.,2,0,device_issue,0.99,True,screen\b
32367,32369,32368,2017-11-01T12:56:29+00:00,@AppleSupport fix your shit. See this I️ get to it girl it’s a glitch,@123170 We can definitely look into this with you. Which device are you using? DM us and let us know. https://t.co/GDrqU22YpT,customer: @AppleSupport fix your shit. See this I️ get to it girl it’s a glitch,2,0,app_software_issue,0.99,True,glitch
32372,32374,32373,2017-11-01T12:55:53+00:00,Now I️ see I’m not the only one whose phone is acting up cuz @115858 dropped a new phone. They get on my nerves with that dumb shit.,@123172 What kind of issues are you having? We can help out.,customer: Now I️ see I’m not the only one whose phone is acting up cuz @115858 dropped a new phone. They get on my nerves with that dumb shit.,2,0,insufficient_information,0.0,True,
32374,32376,32375,2017-11-01T12:55:00+00:00,"Oye @115858, muy bonitos tus nuevos emojis pero, ¿para cuando el poder desactivar (REAL) el Wifi y el Bluetooth desde el CC?",@123173 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,"customer: Oye @115858, muy bonitos tus nuevos emojis pero, ¿para cuando el poder desactivar (REAL) el Wifi y el Bluetooth desde el CC?",2,0,connectivity_issue,0.99,False,wi[ -]?fi;bluetooth
32414,32416,32415,2017-11-01T12:49:28+00:00,@AppleSupport iOS 11 is so slow on my iPhone 5S. For example the camera app takes 5-10 seconds before it can take a photo. What gives?🤦‍♂️,@123186 We'd love to look into this. Could you Direct Message us and let us know what iOS version you're on? https://t.co/GDrqU22YpT,customer: @AppleSupport iOS 11 is so slow on my iPhone 5S. For example the camera app takes 5-10 seconds before it can take a photo. What gives?🤦‍♂️,2,0,app_software_issue,0.99,False,ios\b;app\b;slow\b
32424,32426,32425,2017-11-01T12:49:00+00:00,@AppleSupport why does my iPhone keep changing my i’s to I️ I️ I️ ??? 🤬🤬🤬,@123189 We can help out. Could you Direct Message us and let us know what iOS version you're on? https://t.co/GDrqU22YpT,customer: @AppleSupport why does my iPhone keep changing my i’s to I️ I️ I️ ??? 🤬🤬🤬,2,0,insufficient_information,0.0,True,
32431,32433,32432,2017-11-01T12:45:38+00:00,@AppleSupport My iPhone screen glass is completely cracked. Still the touch screen works. Can I change the glass alone or the display too?,@123192 We're glad to look into all options with you to have your iPhone serviced. Please DM us to proceed. https://t.co/GDrqU22YpT,customer: @AppleSupport My iPhone screen glass is completely cracked. Still the touch screen works. Can I change the glass alone or the display too?,2,0,device_issue,0.6667,False,screen\b;cracked
32439,32442,32440,2017-11-01T12:44:36+00:00,"@AppleSupport It looks like spam, but it bypassed my spam filter. cc: @123196 https://t.co/BORlKFTmWz","@123195 Sure is phishing. Learn more about phishing and suspicious emails, as well as how to report them here: https://t.co/LNMCdqt6fD","customer: @AppleSupport It looks like spam, but it bypassed my spam filter. cc: @123196 https://t.co/BORlKFTmWz",3,0,insufficient_information,0.0,True,
33406,33361,33407,2017-11-01T13:03:03+00:00,"@123379 @115858 Yes, after the update I have to charge it several times a day. Irritating!",@123388 We'd love to help you with this. Which iOS version did you recently install? Was it iOS 11.1?,"customer: Did anyone do the update @115858 and now your phone is having charging issues? Phones not even a year old. Driving me crazy
customer: @123379 @115858 Yes, after the update I have to charge it several times a day. Irritating!
customer: @123379 @115858 I got the new iPhone 8 Plus and since the 11.3 update, it will NOT auto-lock after 30 seconds as I’ve set! Killing my GD battery!!
customer: @123379 @115858 My phone lags, is shutting off, and glitching all over. It worked so well before I downloaded the update and bug fix update
customer: @123379 @115858 Yes I couldn't believe that my battery kept dying! I thought my charger was dead",23,0,billing_payment,0.5,True,charg(?:e|ed|ing)
33406,33359,33358,2017-11-01T13:07:03+00:00,"@123379 @115858 I got the new iPhone 8 Plus and since the 11.3 update, it will NOT auto-lock after 30 seconds as I’ve set! Killing my GD battery!!","@123378 Let's team up on this. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT","customer: Did anyone do the update @115858 and now your phone is having charging issues? Phones not even a year old. Driving me crazy
customer: @123379 @115858 Yes, after the update I have to charge it several times a day. Irritating!
customer: @123379 @115858 I got the new iPhone 8 Plus and since the 11.3 update, it will NOT auto-lock after 30 seconds as I’ve set! Killing my GD battery!!
customer: @123379 @115858 My phone lags, is shutting off, and glitching all over. It worked so well before I downloaded the update and bug fix update
customer: @123379 @115858 Yes I couldn't believe that my battery kept dying! I thought my charger was dead
brand: @123388 We'd love to help you with this. Which iOS version did you recently install? Was it iOS 11.1?",23,0,app_software_issue,0.5,True,update\b
33406,33369,1973926,2017-11-01T13:34:00+00:00,"@123379 @115858 My phone lags, is shutting off, and glitching all over. It worked so well before I downloaded the update and bug fix update",@584578 We are here to help whenever possible. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,"customer: Did anyone do the update @115858 and now your phone is having charging issues? Phones not even a year old. Driving me crazy
customer: @123379 @115858 Yes, after the update I have to charge it several times a day. Irritating!
customer: @123379 @115858 I got the new iPhone 8 Plus and since the 11.3 update, it will NOT auto-lock after 30 seconds as I’ve set! Killing my GD battery!!
customer: @123379 @115858 My phone lags, is shutting off, and glitching all over. It worked so well before I downloaded the update and bug fix update
customer: @123379 @115858 Yes I couldn't believe that my battery kept dying! I thought my charger was dead
brand: @123388 We'd love to help you with this. Which iOS version did you recently install? Was it iOS 11.1?
brand: @123378 Let's team up on this. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",23,0,app_software_issue,0.99,False,update\b;bug\b;glitch
33406,33362,37653,2017-11-01T14:24:29+00:00,@123379 @115858 Yes I couldn't believe that my battery kept dying! I thought my charger was dead,@124175 We'd love to look into this. Please click here to join us in DM: https://t.co/GDrqU22YpT,"customer: Did anyone do the update @115858 and now your phone is having charging issues? Phones not even a year old. Driving me crazy
customer: @123379 @115858 Yes, after the update I have to charge it several times a day. Irritating!
customer: @123379 @115858 I got the new iPhone 8 Plus and since the 11.3 update, it will NOT auto-lock after 30 seconds as I’ve set! Killing my GD battery!!
customer: @123379 @115858 My phone lags, is shutting off, and glitching all over. It worked so well before I downloaded the update and bug fix update
customer: @123379 @115858 Yes I couldn't believe that my battery kept dying! I thought my charger was dead
brand: @123388 We'd love to help you with this. Which iOS version did you recently install? Was it iOS 11.1?
brand: @123378 Let's team up on this. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT
brand: @584578 We are here to help whenever possible. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT",23,0,device_issue,0.6667,False,battery;dead\b
33406,33363,48005,2017-11-01T17:11:37+00:00,@123379 @115858 Yess! Hate the new update 😡,"@123389 We’d love to help. To start, send us a DM with more details on the behavior you’re experiencing. https://t.co/GDrqU22YpT","customer: Did anyone do the update @115858 and now your phone is having charging issues? Phones not even a year old. Driving me crazy
customer: @123379 @115858 Yes, after the update I have to charge it several times a day. Irritating!
customer: @123379 @115858 I got the new iPhone 8 Plus and since the 11.3 update, it will NOT auto-lock after 30 seconds as I’ve set! Killing my GD battery!!
customer: @123379 @115858 My phone lags, is shutting off, and glitching all over. It worked so well before I downloaded the update and bug fix update
customer: @123379 @115858 Yes I couldn't believe that my battery kept dying! I thought my charger was dead
brand: @123388 We'd love to help you with this. Which iOS version did you recently install? Was it iOS 11.1?
brand: @123378 Let's team up on this. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT
brand: @584578 We are here to help whenever possible. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT
brand: @124175 We'd love to look into this. Please click here to join us in DM: https://t.co/GDrqU22YpT
customer: @123379 @115858 Yess! Hate the new update 😡
customer: @AppleSupport @123388 I hate it !! The entire format changed! When I receive a call I have to say hello 2x no one hears me the first time battery dies quick 😡",23,0,app_software_issue,0.99,True,update\b
